order_id,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
0014ae671de39511f7575066200733b7,81c4070474d420a77a2254b8a5473f6a,5,,,2017-06-08 00:00:00,2017-06-09 14:25:13
0015ebb40fb17286bea51d4607c4733c,282ec15daab81bd9afe2452fa0ee7b39,5,,,2018-02-02 00:00:00,2018-02-03 09:38:42
00169e31ef4b29deaae414f9a5e95929,28e20f3ef22e8795ea14e65f54e087a3,1,,Entrega muito demorada. Ainda não recebi o produto,2018-01-24 00:00:00,2018-01-24 23:36:29
0016dfedd97fc2950e388d2971d718c7,f11d548dc1a7c713bff0b6d2ef0dff7c,5,,,2017-05-23 00:00:00,2017-05-24 20:08:51
0017afd5076e074a48f1f1a4c7bac9c5,f7bbac6b6901d7636435ea406a856e34,1,,,2017-05-21 00:00:00,2017-05-21 11:30:42
001862358bf858722e1e2ae000cfed8b,164fba09ca80765e400c72749b58c267,5,,"Adorei, compro novamente!",2018-02-16 00:00:00,2018-02-20 14:11:32
0019c29108428acffd089c36103c9440,1e8067a9f38deb9426d4278fa2d213d0,5,,Produto real.,2018-03-17 00:00:00,2018-03-20 16:33:35
001ab0a7578dd66cd4b0a71f5b6e1e41,68b49cfcd9420c6ad09af97ea8268e7c,4,,Loja rápida na entrega. Só houve um incidente pelo fato de não vim o produto escolhido e sim um similar.,2018-01-18 00:00:00,2018-01-25 03:07:10
001ac194d4a326a6fa99b581e9a3d963,95ae5c0c6595c9f75ddc037cca0596ae,5,,Entregaram do prazo ,2018-07-13 00:00:00,2018-07-13 21:02:34
001b76dd48a5b1eee3e87778daa40df8,ed0405017b21b89fe55282aca123eeec,5,,Tudo ok e dentro do prazo,2018-04-07 00:00:00,2018-04-08 01:01:25
001c85b5f68d2be0cb0797afc9e8ce9a,bef8f895661652ee0f5dbc2626864df3,2,,,2017-12-16 00:00:00,2017-12-20 21:03:14
001d8f0e34a38c37f7dba2a37d4eba8b,51ebb8fede4fbe6126f9f85ebdd23166,1,,Entrega prometida 24/05/17. Dia 26/05/17 não havia recebido ainda.,2017-05-26 00:00:00,2017-05-26 20:19:13
001daeb0eddc45b999bad0801ad9d273,df246bd48fbc0a0c9a7d4979c9192eec,5,,"Produto aparentemente ótimo, chegou muito antes do prazo estipulado pelo site. Pena que comprei o produto errado ""era para ser bomba submersa com filtro"". Mas, já estou resolvendo tudo quanto a troca.",2017-06-09 00:00:00,2017-06-10 02:19:55
001dbc16dc51075e987543d23a0507c7,87d38823c8e926b57ec61e64f5466cfd,5,,,2017-02-14 00:00:00,2017-02-20 17:07:46
001e7ba991be1b19605ca0316e7130f9,963e12d9a7c84e15c199bb5f062e599f,5,,,2017-03-29 00:00:00,2017-03-31 14:40:45
001e7cf2ad6bef3ade12ebc56ceaf0f3,048baba3f11436d12b06dab572aafc21,1,Pessima,O produto chegou e estragou sozinho,2018-06-05 00:00:00,2018-06-06 19:01:54
0020262c8a370bd5a174ea6a2a267321,1079dbb2bd2dd071f7d04a1925da6ce5,4,,,2017-12-03 00:00:00,2017-12-03 17:06:39
0020a222f55eb79a372d0efee3cca688,ac2538373fcfab2aff0709fbc7ec69c9,5,,Muito bom recomendo,2017-08-25 00:00:00,2017-08-26 05:26:29
00229e4e43f7a7e0b9dd819ad43268d3,cca0db795bf22a3a505e44024fcf0b8e,5,,,2018-04-06 00:00:00,2018-04-10 00:22:02
0025081dcf9330f9a5052ae82c6ce396,13de33fd67cb2f1a941f7a0cd217d577,5,,,2018-04-06 00:00:00,2018-04-07 11:41:49
00254baeb6c932b0a8aeead91fbd02b5,d48d8cf67fee1056aef5deb18770de55,5,,,2018-05-31 00:00:00,2018-05-31 23:19:37
00259a44fcad3fc0474329e925d14fc3,82588c155bfa9331acb3f976fe040c4b,4,,"Otimo vendedor
",2018-01-05 00:00:00,2018-01-07 21:46:43
0025c5d1a8ca53a240ec2634bb4492ea,eba375fa5fe6f3dc7ca2aa6682b46170,5,sensacional,"ótimo produto, bom acabamento. Para quem está começando nesse estudo sobre o universo, principalmente estudantes é uma ótima ferramenta. Tenho feito vários estudos com o auxilio do telescópio.",2018-08-01 00:00:00,2018-08-03 15:21:12
002611a77fe03d076285fd4ca95db77c,011f1e2ec26785d96724be3856e60055,4,,,2018-03-23 00:00:00,2018-03-30 13:42:41
002691433f09002ac9ca0c4e8dbb8ead,9d69d3d0d3cebcc39eeadb453905388f,5,,Chegou e está OK.,2017-02-08 00:00:00,2017-02-11 13:47:50
0026a368634b6e6f34f33b1499773a30,ed7cc4092834fc4d48b7d9d125d7c657,4,,"Adoro comprar com vocês, continuem assim",2017-11-08 00:00:00,2017-11-17 10:08:24
00275bce676303c3bfd7292aefdfa223,3e33eee1e8cd67541aec8fbd66a0f6d8,5,,"Muito bom, so não testei ainda o produto mas super recomendo",2017-12-05 00:00:00,2017-12-05 23:23:00
00276d5c3491fbf55305e26891040df9,b3dcedadaed163a8399075eadf60581c,4,,,2018-03-17 00:00:00,2018-03-19 19:34:18
0028de0ca693a1bb26448916a81105cc,d7f07b2b408422e5bbf4608fd36b37d7,4,,,2018-08-29 00:00:00,2018-08-30 01:44:58
002955b0acc63d04f6724a31967e82bd,ba0252394ceecca6d0e9803d75182eb5,5,,,2017-12-27 00:00:00,2018-01-02 13:37:52
0029c5db35ef291ce99d1262012e7daa,14f0810885e1daa91bb78878cba6da41,4,,,2018-08-31 00:00:00,2018-09-03 00:48:34
0029f17cf0e7640c5cb6825af681303f,6ef7f7fe808269bfcaa4ff5a3d1b1bb3,5,,,2018-05-11 00:00:00,2018-05-14 13:13:34
002af7fa9eb99d1456bceb6a13d6fc0b,1e364417d579f43eb3ea4f4eafe289db,4,,ok,2018-03-13 00:00:00,2018-03-23 22:20:28
002b430ff89b3a24c31a1170acbbedea,91048655e4128b6838c0086cf2daddab,5,,ótimo produto,2017-06-30 00:00:00,2017-07-01 00:58:12
002b4e6fa42cd4a22cc86abc18fe9c05,85da16503a576748ee5544bd8a5b9355,5,,Produto de bom custo beneficio.,2018-03-20 00:00:00,2018-03-21 09:57:37
002c9def9c9b951b1bec6d50753c9891,7428934dc38633d863711567fcc1d567,4,,,2018-05-19 00:00:00,2018-05-21 19:39:17
002d040018d12a3853c059f7f23ab5b1,3174be472473a1a73da9880380e7f740,3,,,2017-11-28 00:00:00,2017-11-30 19:44:06
002f16b7bc4530031b7d90f791b12d8a,7f002c0ea8eab081c295155138f964e7,5,,,2018-07-07 00:00:00,2018-07-08 00:15:34
002f19a65a2ddd70a090297872e6d64e,396eacbff771557619771e8d4b58ee77,3,,Minha mercadoria não chegou e ninguém entrou em contato para resolver nada...,2018-04-18 00:00:00,2018-04-20 05:01:01
002f98c0f7efd42638ed6100ca699b42,6d1c23083e960eaa5daa7505e8aa7071,5,,,2017-08-08 00:00:00,2017-08-08 23:26:12
0030d783f979fbc5981e75613b057344,fb438ee1afd42dc7a34710a4d343917b,1,,"Comprei dois produtos no mesmo dia, sexta-feira de black friday, no início de dezembro. O jogo de panelas tramontina chegou dentro do prazo, que era até o dia 11-12, mas a pipoqueira ainda não chegou.",2017-12-17 00:00:00,2017-12-19 20:26:21
0030ff924c38549807645976adeef2c0,f1ad116b3cd3a668471e641bece92f7f,5,,,2018-04-17 00:00:00,2018-04-18 09:17:45
00310b0c75bb13015ec4d82d341865a4,8f28fc7d29a09403973697645d73b72a,1,,,2018-08-31 00:00:00,2018-08-31 22:49:14
00324b3eda39ba5ecce3945823e3594c,8a8cd62f1260f732c65c5e2ac41e7e23,5,,,2018-05-04 00:00:00,2018-05-06 01:41:52
0032d07457ae9c806c79368d7d9ce96b,34592a91e941932fcf44fd337be968d2,1,,,2018-04-19 00:00:00,2018-04-19 10:53:08
003324c70b19a16798817b2b3640e721,ed469dda40b1b7f0660b24aa1b043b57,1,,Comprei duas mochilas e recebi somente um produto é o valor vocês estão cobrando de dois produtos queto devolução do produto é meu ressarcimento,2017-05-31 00:00:00,2017-05-31 23:23:57
00335f75ea6a4455b524a8dd177067f5,dc2986ec0f6f6b2238ba9b0c853d3e59,5,,,2018-05-04 00:00:00,2018-05-07 09:42:41
00337fe25a3780b3424d9ad7c5a4b35e,c62fad0a8dd9f5af876adc1e2041758d,5,,,2017-09-28 00:00:00,2017-09-28 21:44:15
003423b755b562962a6225a8de40d12e,f58325a189b533108ea7141e53ee15ba,3,,,2018-07-25 00:00:00,2018-07-26 23:22:47
00345f338696283410b7977d2e3efc89,2bf3890219fda8d54c35c8b70253fb7f,5,,,2018-08-31 00:00:00,2018-09-02 16:58:33
0035246a40f520710769010f752e7507,2a74b0559eb58fc1ff842ecc999594cb,5,,"Estou acostumada a comprar produtos pelo baratheon. Super confiável, transparência, qualidade e agilidade. Super recomendo.",2017-08-25 00:00:00,2017-08-29 21:45:57
0035c0b07126fe9c24a325216fb96064,3f9a735e3351a7b5159a4d1691a0b9b2,4,,,2017-12-08 00:00:00,2017-12-09 02:28:07
0035e6b7ade84b3f5b86bd49814793df,7f6fef0de2a2d006bff1eb494112b1b8,5,,,2018-02-27 00:00:00,2018-02-28 02:29:23
0036757472ece3dde52fd4bfd929c90e,5c21268a0f8bae726edb3aa4db3e6bde,2,Mesa com cavaletes ,"Demora absurda para entrega, dentro do prazo especificado por eles, mas ainda sim muito demorado!",2018-08-10 00:00:00,2018-08-14 02:57:36
0036887767dea4bd43b1a88cd0d9477a,16dd1214a6f9a62fa22ad4830aa479c2,5,,Muito satisfeita com a compra e com a empresa!,2017-10-24 00:00:00,2017-10-24 19:41:59
00378c6c981f234634c0b9d6128df6dd,0dd2be2fade8f4c15fd986a6b35edbe8,4,,,2018-02-27 00:00:00,2018-09-24 01:28:27
003822434f91204da0a51fe4cf2aba18,7750f9537fc21016d9392ef19661e745,5,,,2018-06-20 00:00:00,2018-06-20 17:35:34
0039500db36d50d7d0bfaf23723550f3,c91d4ae7473872e0696bcb22a5a92df0,5,Ótima qualidade,"Produto de ótima qualidade, sabor ótimo. Entregue antes do prazo",2018-07-22 00:00:00,2018-07-24 17:58:29
003a7f59d7e08a9c61d9e2881fe6459c,71d5dd15707c2463aaf6bf469460337c,5,,,2018-08-28 00:00:00,2018-09-02 20:38:38
003a94f778ef8cfd50247c8c1b582257,d3bc49c36329401e4f845faf9bb6742c,1,,,2018-08-17 00:00:00,2018-08-17 11:30:40
003cc6161d7a2593f2525cce0c330d32,4910a0d41fca570cb921f0090ed5c4f8,5,Muito rápido a entrega! ,Amei o conj! Foi entregue rápido! O conj é perfeito ,2018-08-08 00:00:00,2018-08-08 22:10:40
003d0634280ff3d1d3a54459349a6899,5ef54aacd02622d2d1fefaaf539b939b,3,,,2018-03-28 00:00:00,2018-03-29 02:13:16
003d804eef0e1b856881cd18e0cc0d4c,ec72e8db6271c9732565ac1aef57aaa3,4,,,2017-12-20 00:00:00,2017-12-20 03:29:32
003d9fc84ad902adf2265248b5ffe1a4,c3fa49a98647096955610c600ac33a76,4,,,2018-08-28 00:00:00,2018-08-28 22:31:45
003edccf16bc5ec447f592913b3df2b4,90033a3865e39835ba7e8526f6c8f3de,5,Bom ,Ótimo ,2018-08-03 00:00:00,2018-08-04 09:10:16
003f201cdd39cdd59b6447cff2195456,98087172e524099025771d805ad1cdf7,1,,,2018-03-24 00:00:00,2018-03-26 00:47:18
003f9bcc09427647c4b9d361a523545b,4a1c0ecf94443cfa6ff94905bc41cd92,5,,Chego antes do previsto bem embalado e do jeito que eu pedi,2018-02-09 00:00:00,2018-02-09 21:58:55
00404fa7a687c8c44ca69d42695aae73,c1739c70298dbe46e21a825af2b984f1,5,,,2018-05-19 00:00:00,2018-05-20 12:30:40
0040a56893444cb56cba7cfe2225e34e,7b15e6ebecb0e962f69728c50d5e9a9d,2,,,2018-02-15 00:00:00,2018-02-17 21:29:39
004157daafa0bc8672e01f00e4f0c04f,bdca8baccdc72009bbdb5d15991d02ba,5,,,2017-06-03 00:00:00,2017-06-06 03:09:24
00418a49a685c6bb60633291c3fab17a,1c1bb10fd0a3af065ed9b379b5df14c2,1,,"O relógio, (presente do dia das crianças pra minha filha) Não funciona!!!!!",2017-10-06 00:00:00,2017-10-14 03:57:26
0044c6f6d22dd280534344177c81b989,974e17569a12138629ff031e5982e32b,4,,,2018-06-05 00:00:00,2018-06-06 14:24:23
0045e3085f083f0f38d24bb3f22e6593,27abf489a0e46ad7dfa4dbdac61b188c,5,,,2017-08-30 00:00:00,2017-09-02 06:07:39
0045f5225a96ef46630701167528fdcb,91f9113ebcc5de9c0d8f9e6ab3e25ed2,5,,,2018-06-19 00:00:00,2018-06-20 14:15:41
0046176ff0dbc2a178b7885355dfbb71,ca96cd096375d4c74d0ca1e5cea64e8c,5,,Produto entregue prazo ,2018-06-05 00:00:00,2018-06-05 21:46:04
0046e1d57f4c07c8c92ab26be8c3dfc0,219cb56781473bd4ee7023459372d25c,5,,,2017-09-30 00:00:00,2017-10-02 00:13:27
00471463a6106056c1a2a809f70de640,e8ba5ec028ada1f73891685551e78b7f,5,,,2017-10-13 00:00:00,2017-10-19 14:10:40
00482f2670787292280e0a8153d82467,c13699f8e389acea5f406e527f0edfb3,5,,,2017-02-16 00:00:00,2017-02-17 10:32:17
0049edf42837aa808e03552a62bd2158,2fbe086269247cee60d600c3af62f3e6,1,,"Não recebi nada, não entraram em contato. Ninguém liga pra informar o que aconteceu.",2018-01-31 00:00:00,2018-02-01 01:45:26
004b62108b876867938746ad3154167f,ed90272bfebd71826ce6620baff11b03,5,Muito bom fornecedor,Chegou corretamente e antes do prazo! ,2018-07-13 00:00:00,2018-07-13 22:14:40
004ba47bb589cdbc485e6025bd6d3c81,9f84ea8a523ca1c8801460890ae82663,5,,,2017-12-30 00:00:00,2017-12-31 11:07:46
004ca5ae248069d68e8594df8abf6ce0,e66cfd879876752a96f9c035dbde8e88,5,Obrigada,"Adorei meu produto, e chegou tudo perfeitamente ",2018-06-16 00:00:00,2018-06-17 20:23:06
004d76fef3dd46eb4f70da049c8d1f93,c0e9d6955c472cffa14f031b35ea1466,5,,super recomendo,2017-12-27 00:00:00,2017-12-28 10:05:53
004eab0fd8f28adaf8d488976f77febe,0d4256cffb82f343514d85b4f2181d39,5,,,2017-08-04 00:00:00,2017-08-07 02:45:26
004f5d8f238e8908e6864b874eda3391,23e790c68acbe511dd7b94c6707f2e41,3,,,2018-03-23 00:00:00,2018-03-23 10:19:03
004fb11815bc03b01b20a614eef69d14,dce4884e6e42047bf2e0645ce93ef3a6,5,,Gostei muito,2017-12-17 00:00:00,2017-12-17 20:24:38
004fb5e6f90a178dc74ad2b016649249,37b1da1f0e40121760677e6e9c7232fd,5,,,2017-06-17 00:00:00,2017-07-10 01:20:21
005059edee63c8c708ba61910793b31b,3a36f699ff17d318607904fc7ac9099d,3,,bom,2018-02-20 00:00:00,2018-02-22 11:16:19
00526a9d4ebde463baee25f386963ddc,143f6db7fc05f38965da560ef1c44ed3,1,,Eu comprei 4 agaveas so veio uma,2018-08-17 00:00:00,2018-08-18 14:54:07
0055b77cca3186676c147f532dd2547b,fc99f9b6c3693f9326603f9449ab9ee3,5,,,2018-03-08 00:00:00,2018-03-12 19:42:38
0057199db02d1a5ef41bacbf41f8f63b,a96a757f169ded9f72fc4f3c03750d60,4,,,2018-02-07 00:00:00,2018-02-08 11:17:47
00571ded73b3c061925584feab0db425,397312c9f147d1a22bd3108f1d5dd42a,5,,"Gostei muito, sempre que precisar irei comprar.",2017-05-31 00:00:00,2017-06-01 00:46:57
00584d79015452d19fd3d044ba3abdc0,910aa79b48597f41313a6f1b8d9fd0df,5,,Muito bom,2017-07-27 00:00:00,2017-07-28 09:32:38
00588f5f20fee630b83d4709e0a42715,b4e8ec7012eef81503df0e1e6c65f281,1,,"Recebi o produto, porém, veio com defeito. Não funciona, nem se quer liga. Já comprei vários produtos pela Internet, inclusive das Lojas lannister. Estou insatisfeito com este q comprei. ",2017-08-31 00:00:00,2017-09-03 17:29:44
005997dca4c1fc45066d0a03d54a6469,182365ddd5d2262fe3152df43225a78f,5,,,2018-04-14 00:00:00,2018-04-15 08:06:28
005a1dded353107dbabf8ffc83a20365,287ad282a167c89fe196978cee506bd3,5,,"Excelente,bonito e ajusta facil no braço. Nao é grande, tem o tamanho ideal e muitas funçoes. Super recomendo.",2018-03-03 00:00:00,2018-03-06 02:11:43
005b49de51a4e006055e8487a50ad8e4,eb164f6c5cf6b85214360131fdfcbbf0,5,,,2017-04-28 00:00:00,2017-04-30 22:46:37
005cad6157eadc7f1f09917607f1704a,659998ff75745ce5b310f2fd3b0438aa,5,,,2017-05-04 00:00:00,2017-05-07 10:32:10
005d9a5423d47281ac463a968b3936fb,3a0b0a0dd1ccb11582eb81e9a0c784ed,1,,Ainda não recebi todos os produtos,2017-10-28 00:00:00,2017-10-30 22:58:31
005e5166e99d1e4d0c4f808b0540ba94,8cb0fce73190d6aa1872be4099d5ffd2,3,,Ainda nao foi entregue o produto,2018-03-21 00:00:00,2018-03-21 17:00:59
005f25968fc854ea16fb16f5bdbc87c7,8278f8f8baf225cb959254c4c73568f3,5,,Adorei como sempre entrega rápida e produto ótima qualidade. ,2018-03-21 00:00:00,2018-03-21 23:26:32
00602f25bffa1dcfb71e202fbf9824fb,71531f6a2657d5acbe7bd6731c816b28,5,,,2017-11-28 00:00:00,2017-12-01 00:31:27
00611822267e76e0055c25c18506f06e,09e73c4728b6052f2a9fd5ee7b6221f8,4,recomendo,comprei a família incrível em 26/07/2018 e chegou em casa 31/07/2018... me surpreendi!,2018-08-01 00:00:00,2018-08-02 12:49:34
006127b8b9a1681a982313ed7129c3c0,bb9c485f8e2dd38a3af6f38187144722,5,,"vou comprar de novo , gostei e é excelente os produtos obrigado!",2018-03-21 00:00:00,2018-04-05 17:13:26
0064d74f7de7917d54768d7722ad56ac,8a4c2e0e0ac32c7324b46b08bb0b5d7b,5,,,2017-09-15 00:00:00,2017-09-16 11:09:37
006557c3221c1fcd02b0106343ab357b,84a40189927f97f05285dc6f841a7561,5,,,2018-03-03 00:00:00,2018-03-06 02:07:14
00664284de7a3470d22931ed78615ee4,dd71360a5cfbdf6fabf5bff418e3513e,4,,,2017-10-04 00:00:00,2017-10-05 02:01:26
0066a1fdaee16ad5022c5ef979d0b661,72bd80534b0e73c14829319464e72cdc,5,,,2018-06-17 00:00:00,2018-06-19 23:25:15
0067c6030d65af0ff98790158ddb0020,e8b089ecc2f8aa46c9893626bae20cf8,5,,,2018-05-08 00:00:00,2018-05-10 13:58:05
0068468c453d28c8ef3fd089e50a5847,ea0cadbfcf623003add6a407d65bab59,5,,"Antes do prazo, porem tive de pegar nos Correios, pois eles não entregaram em casa ",2017-12-15 00:00:00,2017-12-17 17:21:03
00685d31ae12e47470ba5c18ba74f22c,212d807650bd7e83391b7908b3cfa2b4,1,,,2017-09-28 00:00:00,2017-09-28 04:05:37
0068c109948b9a1dfb8530d1978acef3,0501aab2f381486c36bf0f071442c0c2,1,,Espero obter uma resposta para minha encomenda. Comprei 3 controles remotos para ar condicionado e apenas recebi 1 controle Komeco e dos 2 controles Elgin pedidos e pago só foi entregue 1 controle Elg,2018-02-09 00:00:00,2018-02-10 23:55:18
0068e836900867da359bd81db9227a33,857936127ee4d3b8f8f14f6feb4c6e8c,5,,Produto muito bom e eficiente para quem gosta de andar de bike e precisa de gps.,2017-10-06 00:00:00,2017-10-07 02:34:33
0068fb0e223115e911d362627e8b8800,3485c887ab8a5fd6b1c10bec15622741,5,,,2018-07-26 00:00:00,2018-07-27 00:32:52
006c42f310102c1910b3c5793ce5fc34,31dd0ceb4410f4cc60d60cfcebfb74f0,5,,,2018-08-16 00:00:00,2018-08-19 12:19:20
006cb7cafc99b29548d4f412c7f9f493,304aaea0a61ca9e8c661cc7a403be82f,5,,,2018-02-26 00:00:00,2018-02-26 17:00:30
006cba07f62f921fe4f58365bde2b2eb,56a66e5eff96727ef69bca9b6981a456,5,,,2017-08-19 00:00:00,2017-08-21 23:27:41
006dd93155bc2abd844cc5eed3a0fe7f,eb29d5dffe71f0a35ccae406b79a77dc,5,,,2017-12-08 00:00:00,2017-12-09 13:10:26
006df90050498994d670b40da4651d22,708d3528f7c13301bdad8f80b845ea64,5,,,2018-08-16 00:00:00,2018-08-17 12:05:23
006e05e81c068ddc38e48ebe189b922e,ceb8edcfc6a17b16926b7c9acb47abcf,4,,Atendeu minhas expectativas ,2018-01-04 00:00:00,2018-01-05 00:02:42
006e43460a55bc60c0a437521e426529,7f8c3db58f0112378d38f6065d6c3e33,5,,,2017-05-20 00:00:00,2017-05-21 12:35:51
006e91ddb0674525f84ce0da0655c7ba,8ec042451b89064557a26251a05b9549,4,,"O produto chegou como eu imaginava,por enquanto estou gostando
",2018-04-17 00:00:00,2018-04-19 23:22:20
006f7dfffe2d90809598e8f1972b829b,6d61a5411b9e9cd49b469a1ca07834c3,2,,Demorou para entregar e quando chegou veio errado. ,2018-04-06 00:00:00,2018-04-17 23:03:40
0070092bb6004faafa287e5fc35971e9,1a01bc45e211acf905d4450d2767533a,5,,Muito Bom ,2017-07-28 00:00:00,2017-07-31 11:10:08
0071ee2429bc1efdc43aa3e073a5290e,ec02e8b5acd431a4db9e1f5f712dc732,4,,,2018-02-01 00:00:00,2018-02-02 12:46:16
0072847849eafe70995fa51a714c81ac,27ba5e7f4fb966a3caaae8c0a3a208b7,4,Recomendo!!,Muito bom Produto!!,2018-05-23 00:00:00,2018-06-01 22:15:15
00750f68bb64537034e93554c64b41b5,29a36b1d233f0c446decbb5b894bf5c9,5,,,2017-11-15 00:00:00,2017-11-19 17:03:41
00756576f4e494406945ac21cb82cfe0,e2958a3020456dddc10bf8e274fd9e9d,5,,,2018-02-10 00:00:00,2018-02-10 21:02:19
00772b2af35643653f108fdac1155ee3,5138d0d5832c7432a23ec599ac311eea,4,,,2017-05-07 00:00:00,2017-05-10 12:44:12
00789ce015e7e5791c7914f32bb4fad4,e880864e64f669aea8904ee3f201875c,5,,,2017-07-18 00:00:00,2017-07-19 16:57:30
0078a358a14592b887eb140ef515f5ab,2820a27cb81757fc08f3241188130070,5,,"Muito lindo, ficou perfeito na minha cama.
",2017-11-22 00:00:00,2017-11-22 22:04:37
0079bca8e89bd52fdb87408e4f3fb94d,8310a5e3eba617e7001736220b7afc51,5,,"Segunda compra com esta empresa, muito bom o produto e o prazo de entrega sempre antecipado ,muito obrigado!",2018-05-09 00:00:00,2018-05-10 01:13:03
